plate,well,row,col,species,stages,strains,treatment,conc,other,ImageNumber,ObjectNumber,worm?,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_Plate,Metadata_Researcher,Metadata_Series,FileName_RawImage,FileName_WellMask,PathName_RawImage,PathName_WellMask,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity
20211216-p28-EJG_1082,A02,A,2,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,31,2,Y,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A02.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,4625,4935,42,239,21,4,30.95913514,120.8501622,4.245075236,0.995826518,76.73807982,1,0.937183384,0.235567085,256.5269658,234.01923,11,5.461329106,5,20,23.41227977,-0.002895582,496.7106781,0.987403928
20211216-p28-EJG_1082,A02,A,2,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,31,3,P,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A02.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,3457,3675,63,184,42,9,51.98148684,95.0844663,3.359379509,0.992387359,66.34447306,1,0.940680272,0.297674019,191.3859499,174.183811,11,5.447029791,5,20,23.57027249,-0.039046823,382.01829,0.981544577
20211216-p28-EJG_1082,A02,A,2,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,31,4,P,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A02.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,3808,4053,84,197,63,4,72.99396008,100.1664916,3.561705774,0.993717675,69.6311438,1,0.93955095,0.280764348,210.71482,192.1275618,11,5.480012614,5,20,23.58235075,0.037923493,412.8406204,0.981949458
20211216-p28-EJG_1082,A02,A,2,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,31,5,Y,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A02.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,4899,5208,105,252,84,4,93.96795264,127.4743825,4.480489347,0.996265979,78.97848143,1,0.940668203,0.223189907,271.5281697,247.0323865,11,5.481873856,5,20,23.44296274,0.033671115,525.1959595,0.98750252
20211216-p28-EJG_1082,A02,A,2,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,31,6,P,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A02.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,3364,3612,126,180,105,8,114.9973246,92.75891795,3.263470588,0.991975265,65.44599169,1,0.931339978,0.30642225,186.3615905,171.1052308,11,5.443410824,5,20,23.56208574,0.006313995,371.4264069,0.979900961
20211216-p28-EJG_1082,A02,A,2,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,31,7,P,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A02.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,3084,3318,147,162,126,4,136.0155642,82.28242542,3.112792064,0.990463143,62.6631531,1,0.929475588,0.321254995,170.8483934,157.2036895,11,5.420114163,5,20,23.53914023,0.010603377,347.3259018,0.978736909
20211216-p28-EJG_1082,A02,A,2,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,31,8,Y,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A02.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,4662,4977,168,241,147,4,156.9066924,122.1383526,4.31963226,0.9959116,77.04442068,1,0.936708861,0.231501188,258.8268458,236.019067,11,5.463561451,5,20,23.38065564,0.064839056,503.0538239,0.986457893
20211216-p28-EJG_1082,A02,A,2,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,31,9,P,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A02.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,4821,5124,189,248,168,4,177.9875544,125.4387057,4.427056437,0.996133269,78.34722615,1,0.940866511,0.225883725,267.0706562,243.0082303,11,5.486476509,5,20,23.46350763,-0.016726493,517.882251,0.986292962
20211216-p28-EJG_1082,A02,A,2,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,31,10,P,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A02.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,3786,4053,210,197,189,4,198.9767565,99.598785,3.571733241,0.993769725,69.42971206,1,0.934122872,0.279976116,209.9826285,192.0104164,11,5.458767765,5,20,23.40315819,-0.045832412,412.2253967,0.986194321
20211216-p28-EJG_1082,A02,A,2,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,31,11,P,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A02.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,1896,2058,231,102,210,4,219.9778481,52.19409283,2.057835374,0.975003952,49.13310673,1,0.921282799,0.485947522,105.2076804,97.08243919,11,5.339891207,5,20,23.37583331,0.212579075,221.4264069,0.986985945
20211216-p28-EJG_1082,A02,A,2,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,31,12,Y,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A02.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,4455,4746,252,230,231,4,241.0145903,116.1465769,4.065155757,0.995485458,75.31455485,1,0.938685209,0.245993034,246.923694,225.0199991,11,5.480458106,5,20,23.4365604,-0.002334664,477.0538239,0.987585901
20211216-p28-EJG_1082,A02,A,2,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,31,13,Y,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A02.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,4494,4809,273,233,252,4,261.900534,117.8562528,4.180412499,0.995620024,75.64349618,1,0.934497817,0.239210844,249.6919482,228.019736,11,5.454243721,5,20,23.3442192,0.030706083,485.882251,0.986391572
20211216-p28-EJG_1082,A02,A,2,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,31,14,P,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A02.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,4135,4410,294,214,273,4,283.0120919,108.0096735,3.846221135,0.994755107,72.55925522,1,0.937641723,0.259995451,229.1620605,209.038274,11,5.469415178,5,20,23.43990453,0.008649952,447.0538239,0.988288719
20211216-p28-EJG_1082,A02,A,2,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,31,15,P,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A02.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,4324,4620,315,224,294,4,303.9986124,113.2941721,3.992011131,0.995226084,74.19897433,1,0.935930736,0.250500304,239.8050088,219.0022831,11,5.467287752,5,20,23.40408726,-0.006574238,465.7401154,0.98608894
20211216-p28-EJG_1082,A02,A,2,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,31,16,P,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A02.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,1903,2100,336,104,315,4,324.8786127,53.36311088,2.068826355,0.976095976,49.22372247,1,0.906190476,0.483365845,106.3087667,99.02019996,11,5.299879141,5,20,23.10513998,-0.205490746,222.4264069,0.983462532
20211216-p28-EJG_1082,A03,A,3,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,50,1,P,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A03.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A03.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,4921,5229,21,253,0,4,9.967079862,127.4123146,4.480381106,0.996300349,79.15561761,1,0.941097724,0.223195299,272.8218841,248.0181445,11,5.468745031,5,20,23.4462018,-0.003008606,526.3675324,0.985777244
20211216-p28-EJG_1082,A03,A,3,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,50,2,P,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A03.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A03.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,2448,2646,42,130,21,4,30.98447712,66.27573529,2.441989254,0.985051792,55.8291179,1,0.925170068,0.409502211,135.7701515,125.0359948,11,5.408426751,5,20,23.38755327,0.06778158,274.0832611,0.989490703
20211216-p28-EJG_1082,A03,A,3,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,50,3,N,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A03.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A03.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,511,588,63,30,42,2,51.68297456,16.27005871,1.069459932,0.646237256,25.50735987,1,0.869047619,0.935051394,29.33769724,28.23118843,11,4.395483709,4,20,22.38866936,7.428435039,82.87005769,0.984585742
20211216-p28-EJG_1082,A03,A,3,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,50,4,Y,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A03.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A03.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,2995,3234,84,158,63,4,73.02737896,80.60868114,2.903463395,0.990090036,61.75234762,1,0.926097712,0.344416259,166.2611566,153.0294089,11,5.413096941,5,20,23.34872706,-0.051168749,330.5685425,0.988122732
20211216-p28-EJG_1082,A03,A,3,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,50,5,Y,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A03.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A03.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,4672,4998,105,242,84,4,93.86429795,122.4312928,4.330486954,0.995952491,77.12700664,1,0.93477391,0.230920913,259.6917561,237.0084387,11,5.448882589,5,20,23.3414149,-0.018530863,504.2253967,0.984822934
20211216-p28-EJG_1082,A03,A,3,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,50,6,N,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A03.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A03.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,557,630,126,32,105,2,114.9479354,17.23339318,1.063648695,0.689105996,26.63070458,1,0.884126984,0.94016004,31.42664941,29.83286778,11,4.547406602,4,20,22.77365335,0.936334261,86.28427125,0.989342806
20211216-p28-EJG_1082,A03,A,3,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,50,7,Y,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A03.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A03.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,3960,4221,147,205,126,4,136.0358586,103.7232323,3.685019504,0.994266758,71.00724327,1,0.938166311,0.271368984,219.3852265,200.039996,11,5.465345082,5,20,23.45844028,0.003699239,428.2253967,0.988023952
20211216-p28-EJG_1082,A03,A,3,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,50,8,Y,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A03.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A03.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,5448,5775,168,279,147,4,156.9164831,140.8799559,4.933989374,0.996971222,83.28630764,1,0.943376623,0.202675751,301.8510752,274.0072992,11,5.486906554,5,20,23.47536646,0.014188692,581.1959595,0.987314244
20211216-p28-EJG_1082,A03,A,3,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,50,9,P,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A03.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A03.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,757,840,189,42,168,2,177.7648613,22.08850727,1.20062213,0.841690677,31.04581027,1,0.901190476,0.832901522,42.54600669,39.45883931,11,4.821741296,4.123105626,20,22.97314188,2.572748568,106.8700577,0.984395319
20211216-p28-EJG_1082,A03,A,3,Cel,Adult,DC19,Ivermectin,0.0005uM,48hr,50,10,Y,20211216,file:/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1/20211216-p28-EJG_A03.TIF,0,p28,EJG,0,TimePoint_1/20211216-p28-EJG_A03.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_4417/input/20211216-p28-EJG_1082/TimePoint_1,/var/lib/condor/execute/slot1/dir_4417/wrmXpress/cp_pipelines/masks,5365,5712,210,276,189,4,198.9412861,139.5064306,4.767066737,0.996905588,82.64944136,1,0.9392507,0.209772603,297.6748007,271.00738,11,5.490844058,5,20,23.39967899,0.064851544,566.9116882,0.987665685
