plate,well,row,col,species,stages,strains,treatment,conc,other,ImageNumber,ObjectNumber,worm?,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_Plate,Metadata_Researcher,Metadata_Series,FileName_RawImage,FileName_WellMask,PathName_RawImage,PathName_WellMask,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity
202111125-p01-NJW_1014,A01,A,1,Cel,Adult,N2,ML 228,5uM,48hr,68,13,N,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A01.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,903,1890,273,97,252,7,261.4750831,48.59136213,3.040481164,0.984674383,33.90774703,3,0.477777778,0.328895312,120.0659006,89.05054744,10,3.699833717,3.16227766,20,20.93983716,0.607419596,185.746212,0.540394973
202111125-p01-NJW_1014,A01,A,1,Cel,Adult,N2,ML 228,5uM,48hr,68,14,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A01.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,1269,1491,294,78,273,7,282.534279,41.34672971,1.781892818,0.95626045,40.1962807,1,0.85110664,0.561200982,74.72466401,70.11419257,10.44030651,4.847690516,5,20,21.85820355,-0.47428046,168.5685425,0.960635882
202111125-p01-NJW_1014,A01,A,1,Cel,Adult,N2,ML 228,5uM,48hr,68,15,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A01.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,2260,2667,315,134,294,7,304.0123894,69.66946903,2.727074956,0.985557574,53.64253323,1,0.847394076,0.366693258,130.6643731,126.0039682,11,5.0888337,5,20,22.12679436,0.022313723,278.2964646,0.962111537
202111125-p01-NJW_1014,A01,A,1,Cel,Adult,N2,ML 228,5uM,48hr,68,16,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A01.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,2063,2415,336,122,315,7,324.8875424,62.86330587,2.553633373,0.982299902,51.25127492,1,0.854244306,0.391598892,119.0768177,114,11,5.051924204,5,20,22.3048722,0.357188573,257.2964646,0.961323392
202111125-p01-NJW_1014,A02,A,2,Cel,Adult,N2,DMSO,1p,48hr,88,1,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A02.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4474,5229,21,256,0,7,10.03889137,130.1589182,4.955316487,0.996367705,75.4749874,1,0.855612928,0.201803457,259.2712729,248,11,5.113326035,5,20,22.07827874,-0.037319962,527.8233765,0.962771681
202111125-p01-NJW_1014,A02,A,2,Cel,Adult,N2,DMSO,1p,48hr,88,2,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A02.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4761,5523,42,270,21,7,31.00357068,137.8399496,5.653903611,0.996720638,77.85816253,1,0.862031505,0.176868951,274.5240058,262.0019084,11,5.073803998,5,20,22.21435402,0.019321203,581.6051224,0.958526273
202111125-p01-NJW_1014,A02,A,2,Cel,Adult,N2,DMSO,1p,48hr,88,3,M,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A02.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,6077,7035,63,342,42,7,51.98551917,173.2038835,6.910232924,0.998002365,87.96292806,1,0.863823738,0.144712922,350.9828541,334.001497,11,5.096588793,5,20,22.17389211,-0.023663711,726.4335495,0.958971122
202111125-p01-NJW_1014,A02,A,2,Cel,Adult,N2,DMSO,1p,48hr,88,4,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A02.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4765,5523,84,270,63,7,73.03714586,138.1074502,5.408429156,0.99671825,77.89086231,1,0.862755749,0.18489657,274.5675386,262,11,5.100399545,5,20,22.2259486,-0.013273228,569.0782105,0.959718026
202111125-p01-NJW_1014,A02,A,2,Cel,Adult,N2,DMSO,1p,48hr,88,5,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A02.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4589,5334,105,261,84,7,93.73850512,133.236435,5.414949434,0.996538946,76.43884007,1,0.860329959,0.184673931,266.1367099,253.0019763,11,5.046066471,5,20,22.12319458,-0.044038668,558.8061325,0.956440183
202111125-p01-NJW_1014,A02,A,2,Cel,Adult,N2,DMSO,1p,48hr,88,6,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A02.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4964,5691,126,278,105,7,114.9379533,143.4466156,5.525783157,0.996976173,79.50069874,1,0.872254437,0.180969823,286.5729072,270.0166662,11,5.111441155,5,20,22.26896406,-0.123580924,587.1076477,0.95296602
202111125-p01-NJW_1014,A02,A,2,Cel,Adult,N2,DMSO,1p,48hr,88,7,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A02.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,2104,2478,147,125,126,7,136.0532319,65.17205323,2.67805389,0.983341272,51.75805253,1,0.849071832,0.373405481,121.7329633,117.0042734,11,5.022909567,5,20,22.12727038,-0.051487096,266.0954544,0.961169484
202111125-p01-NJW_1014,A02,A,2,Cel,Adult,N2,DMSO,1p,48hr,88,8,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A02.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,5147,5964,168,291,147,7,156.8437925,148.2617058,6.07462311,0.997184828,80.95285008,1,0.863011402,0.164619266,296.6079566,283,11,5.06616423,5,20,22.24049233,0.101929891,626.8183259,0.957047229
202111125-p01-NJW_1014,A02,A,2,Cel,Adult,N2,DMSO,1p,48hr,88,9,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A02.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4576,5313,189,260,168,7,178.0034965,133.2696678,5.036600176,0.996501027,76.33049297,1,0.861283644,0.198546632,264.7091665,252.0178565,11,5.128642334,5,20,22.12453,0.008357244,538.1665222,0.958525346
202111125-p01-NJW_1014,A02,A,2,Cel,Adult,N2,DMSO,1p,48hr,88,10,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A02.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4592,5418,210,265,189,7,198.7042683,136.1805314,5.470244251,0.996787176,76.46382144,1,0.84754522,0.182807194,271.4097475,257.0019455,11,5.009354343,5,20,21.73876303,0.141275723,561.8355698,0.944661592
202111125-p01-NJW_1014,A02,A,2,Cel,Adult,N2,DMSO,1p,48hr,88,11,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A02.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,3383,3927,231,194,210,7,219.8997931,99.89003843,3.904358815,0.993493767,65.63055218,1,0.861471861,0.256124001,195.1685663,186.0107524,11,5.113287343,5,20,22.22706536,-0.186175574,407.4091629,0.956189938
202111125-p01-NJW_1014,A02,A,2,Cel,Adult,N2,DMSO,1p,48hr,88,12,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A02.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4611,5355,252,262,231,7,240.9247452,134.7911516,5.104001082,0.99659514,76.62184767,1,0.861064426,0.195924723,267.7054094,254.0078739,11,5.106408787,5,20,22.0725114,-0.07061524,543.8233765,0.956440572
202111125-p01-NJW_1014,A02,A,2,Cel,Adult,N2,DMSO,1p,48hr,88,13,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A02.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,5061,5880,273,287,252,7,262.1290259,146.5384311,5.711454471,0.997137154,80.27369018,1,0.860714286,0.17508675,292.8327991,279.0071684,11,5.111821868,5,20,22.14229473,0.068607452,602.6934342,0.955266138
202111125-p01-NJW_1014,A02,A,2,Cel,Adult,N2,DMSO,1p,48hr,88,14,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A02.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,3742,4452,294,219,273,7,282.6157135,111.7600214,4.407198221,0.995233729,69.02508512,1,0.840521114,0.226901526,221.9752279,211.0023697,10.44030651,5.001366887,5,20,21.64665434,-0.13439395,455.2375901,0.947341772
202111125-p01-NJW_1014,A02,A,2,Cel,Adult,N2,DMSO,1p,48hr,88,15,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A02.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4695,5481,315,268,294,7,303.8743344,137.1810437,5.398238174,0.996687108,77.31661958,1,0.856595512,0.185245624,271.9742753,260.0019231,11,5.075188931,5,20,22.1200681,-0.029323334,564.3502884,0.951367781
202111125-p01-NJW_1014,A02,A,2,Cel,Adult,N2,DMSO,1p,48hr,88,16,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A02.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4345,5040,336,247,315,7,324.9949367,126.1298044,4.960891232,0.996105964,74.37893399,1,0.862103175,0.201576683,251.2172616,239.0188277,11,5.091485803,5,20,22.14834335,-0.024640357,520.4507935,0.955154979
202111125-p01-NJW_1014,A02,A,2,Cel,Adult,N2,DMSO,1p,48hr,88,17,P,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A02.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,2810,3234,357,168,336,14,345.6462633,88.76192171,3.45063448,0.990627652,59.81474,1,0.868893012,0.289801776,162.7396709,153.1176019,11,5.046307548,5,20,22.22862762,0.05354063,349.0660172,0.960355434
202111125-p01-NJW_1014,A02,A,2,Cel,Adult,N2,DMSO,1p,48hr,88,18,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A02.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,5154,5880,378,287,357,7,366.8114086,148.8736903,5.634746588,0.997188065,81.00787995,1,0.876530612,0.17747027,297.3239818,279.0161286,11,5.136616342,5,20,22.28137862,0.137283373,604.1076477,0.956925362
202111125-p01-NJW_1014,A02,A,2,Cel,Adult,N2,DMSO,1p,48hr,88,19,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A02.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4804,5691,399,278,378,7,387.94005,140.9754371,6.575241445,0.99695464,78.20896862,1,0.84413987,0.15208567,283.7473726,270.0074073,11,4.827626565,5,20,22.12764878,0.066610385,630.0315293,0.934448551
202111125-p01-NJW_1014,A02,A,2,Cel,Adult,N2,DMSO,1p,48hr,88,20,Y,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_A02.TIF,0,p01,NJW,0,TimePoint_1/202111125-p01-NJW_A02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4323,5040,420,247,399,7,408.9930604,126.5741383,4.95715645,0.996065224,74.19039393,1,0.857738095,0.201728553,250.0123134,239,11,5.085007727,5,20,22.15688858,0.01571666,518.9360749,0.954726148
