plate,well,row,col,species,stages,strains,treatment,conc,other,ImageNumber,ObjectNumber,worm?,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_Plate,Metadata_Researcher,Metadata_Series,FileName_RawImage,FileName_WellMask,PathName_RawImage,PathName_WellMask,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,11,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,4748,5019,231,243,210,4,219.9395535,123.9222831,4.28149344,0.995948056,77.75179328,1,0.94600518,0.233563361,262.7574561,238.1344158,11,5.50379315,5,20,23.62987316,-0.068544873,505.4264069,0.983633727
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,12,N,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,770,966,252,49,231,3,240.2428571,26.29090909,2.101484331,0.887124019,31.31125116,1,0.797101449,0.475854131,49.65966886,45.17742799,11,3.904052454,3.16227766,20,22.9194826,3.267292946,142.5979797,0.869074492
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,13,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,5559,6048,273,292,252,4,262.0723152,145.4639324,5.599675031,0.997273672,84.13048573,1,0.919146825,0.178581792,317.5253036,287.015679,11,5.315570483,5,20,23.430749,0.117989765,625.4386002,0.96143203
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,14,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,4286,4473,294,230,273,17,283.0037331,120.0109659,3.956086401,0.995005563,73.87221865,1,0.958193606,0.252775066,237.141457,212.1508897,11,5.484915542,5,20,23.67133808,0.044359557,461.5979797,0.989153012
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,15,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,5720,6174,315,298,294,4,304.0928322,147.3723776,5.42765474,0.997229208,85.34008552,1,0.926465824,0.184241638,317.0137877,293.015358,11,5.47656373,5,20,23.58273141,0.068981629,624.6101731,0.972127804
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,16,P,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,2992,3150,336,162,315,12,324.9184492,85.31082888,2.924504532,0.989546368,61.72141215,1,0.94984127,0.341938263,165.163871,149.4824404,11,5.450612399,5,20,23.81911914,0.048437719,331.5979797,0.983240223
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,17,P,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,3326,3528,357,172,336,4,346.0886951,87.92874324,3.184742051,0.991788329,65.07530043,1,0.942743764,0.313997173,184.1735412,167.191507,11,5.458023396,5,20,23.55399659,0.118577616,364.8406204,0.984314886
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,18,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,4341,4620,378,224,357,4,366.9329648,113.3174384,4.002997701,0.995226049,74.34468955,1,0.93961039,0.249812784,240.4843307,219.020547,11,5.47598137,5,20,23.47047219,-0.039689461,467.2964646,0.987488626
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,19,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,1132,1260,399,64,378,4,387.860424,33.62632509,1.466347566,0.931744254,37.96455142,1,0.898412698,0.681966556,63.39903947,59.13543777,11,5.097303587,5,20,23.02115463,-0.465814162,144.4264069,0.986062718
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,20,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,5832,6174,420,298,399,4,408.994513,150.1133402,5.197790478,0.997351644,86.17153257,1,0.944606414,0.19238944,322.9983491,293.015358,11,5.495365104,5,20,23.49176833,0.09757082,617.1959595,0.988809766
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,21,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,5329,5544,441,268,420,4,429.9722274,137.8438731,4.770162164,0.996747763,82.3716792,1,0.961219336,0.209636479,294.3437832,263.1539473,11,5.530322624,5,20,23.719612,-0.054844658,565.1898628,0.98904974
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,22,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,4791,5250,462,254,441,4,450.8541014,127.2114381,4.96013499,0.996386813,78.10307714,1,0.912571429,0.201607416,275.7359493,249,11,5.279984241,5,20,23.41860026,-0.070538811,546.4680374,0.958775265
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,23,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,4491,4725,483,241,462,16,471.9331997,126.5052327,4.118045922,0.995436321,75.6182438,1,0.95047619,0.24283362,248.2475464,224.1428116,11,5.503510308,5,20,23.68980357,-0.048394315,482.0832611,0.985733099
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,24,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,4150,4578,504,222,483,4,492.7901205,111.9655422,4.407659455,0.995341612,72.69074295,1,0.906509393,0.226877782,242.1030387,217.0368632,11,5.237125132,5,20,23.34138837,0.027225761,479.4386002,0.954242355
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,25,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,4968,5250,525,259,504,9,513.930153,132.5376409,4.536111775,0.996341398,79.53272319,1,0.946285714,0.220453121,275.2497271,249.0722787,11,5.491707025,5,20,23.52349803,0.041154404,532.1543289,0.984932593
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,26,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,4818,5103,546,247,525,4,534.9682441,125.117061,4.345789686,0.996067574,78.3228455,1,0.9441505,0.230107776,266.4245906,242.0743687,11,5.504855003,5,20,23.60435968,-0.045868341,512.9472222,0.984470781
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,27,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,5698,6048,567,292,546,4,555.9240084,147.494033,5.106965996,0.997242631,85.17581186,1,0.94212963,0.195810977,315.8985741,287.015679,11,5.49185752,5,20,23.44285822,0.032445565,604.7106781,0.987692841
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,28,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,5303,5628,588,272,567,4,576.9743541,137.3151047,4.78542494,0.996805331,82.17048926,1,0.942253021,0.208967858,293.7961905,267.0168534,11,5.489648998,5,20,23.46534519,-0.020368103,564.7106781,0.987339415
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,29,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,5474,5817,609,281,588,4,597.8927658,142.1253197,4.970125934,0.997015909,83.48480861,1,0.941034898,0.201202145,303.5790987,276.0018116,11,5.482607022,5,20,23.43520037,0.020610553,584.7106781,0.985773456
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,30,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,5843,6195,630,299,609,4,618.9486565,150.7514975,5.199549173,0.997367833,86.2527603,1,0.943179984,0.192324366,323.6878985,294.0068026,11,5.496729092,5,20,23.46995094,-0.040722591,617.882251,0.988161678
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,31,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,5466,5796,651,280,630,4,639.9667033,140.8785218,4.889742627,0.996989074,83.42378169,1,0.943064182,0.204509741,302.7527634,275.0163631,11,5.496833586,5,20,23.47610137,0.010593832,579.5391052,0.987890837
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,32,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,5294,5943,672,287,651,4,660.5047223,154.2225161,5.555151367,0.997224444,82.10073173,1,0.890795894,0.180013097,309.4999136,282.1134524,11,5.221451553,5,20,23.0435264,0.475567158,607.9177849,0.922460359
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,33,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,4452,4830,693,234,672,4,682.0514376,118.8481581,4.853662227,0.995744251,75.28919214,1,0.92173913,0.206029994,256.8924706,229.2182366,11,5.256039996,5,20,23.67510018,0.044959697,521.0954544,0.955159837
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,34,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,4969,5523,714,267,693,4,702.7405917,130.9641779,5.12208074,0.996654058,79.54072729,1,0.899692196,0.195233158,285.2739144,262.0076335,11,5.274738904,5,20,23.31699925,-0.253964138,565.5391052,0.946115765
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,35,Y,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,5125,5817,735,281,714,4,724.4952195,138.4353171,5.440364408,0.997249949,80.77965503,1,0.881038336,0.183811217,306.9821951,276.0018116,11,5.154953641,5,20,22.7509609,0.374336539,591.9238816,0.924422799
20211118-p01-EJG_975,A01,A,1,Cel,Adult,N2,Ivermectin,0.0005uM,48hr,39,36,P,20211118,file:/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1/20211118-p01-EJG_A01.TIF,0,p01,EJG,0,TimePoint_1/20211118-p01-EJG_A01.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_31953/input/20211118-p01-EJG_975/TimePoint_1,/var/lib/condor/execute/slot1/dir_31953/wrmXpress/cp_pipelines/masks,926,1176,756,70,735,14,744.163067,40.67062635,2.351737384,0.909345182,34.33685802,1,0.787414966,0.425217546,56.97359272,56.5154846,11,4.050796372,3.605551275,20,23.70343449,1.532755653,165.4264069,0.88697318
